data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,,#event+code,,#date+occurred,#date+year,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,#country+code
6255684,275,PSE6052,6052,2019-08-27,2019,2,Strategic developments,Looting/property destruction,Military Forces of Israel (2009-),,8,Civilians (Palestine),,7,78,Middle East,Palestine,West Bank,Bethlehem,,Bayt Jala,31.7155,35.1879,1,BBC News,International,"Property destruction: As reported on August 27 2019, Israeli forces demolished a Palestinian-owned restaurant as well as a home in Bayt Jala, Bethlehem.",0,1572403704,PSE
6011223,275,PSE6049,6049,2019-08-27,2019,1,Explosions/Remote violence,Suicide bomb,Islamist Militia (Palestine),Salafist Muslim Group (Palestine),3,Police Forces of Palestine (2007-) Gaza Strip,Civilians (Palestine),1,13,Middle East,Palestine,Gaza Strip,Gaza,,Gaza,31.5000,34.4667,1,MENAFN; ReliefWeb; Al Ghad (Jordan); Palestine News and Information Agency; AP; Times of Israel,Other-National,"On August 27 2019, 2 police officers were killed and several injured (including two children and a woman), as a suicide explosion occurred close to a police checkpoint in Tel al-Hawa, Gaza City. Palestinian media reported that the attacks were suicide bombings (several reports were unsure if perpatrators were killed) and a Salafist group stands accused.",2,1569870307,PSE
6251373,275,PSE6051,6051,2019-08-27,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2009-),,8,Hamas Movement,,3,38,Middle East,Palestine,Gaza Strip,North Gaza,,Bayt Lahya,31.5464,34.4951,2,Arutz Sheva,Regional,"On August 27 2019, Israeli aircrafts hit a Hamas position in the northern Gaza Strip in retaliation to a rocket fried from Gaza into Israel earlier. No injuries were reported.",0,1572403699,PSE
6251378,275,PSE6058,6058,2019-08-27,2019,2,Riots,Mob violence,Rioters (Palestine),,5,Police Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Al Quds,,Isawiya,31.8031,35.2870,1,Arutz Sheva,Regional,"As reported on August 27 2019, Palestinian rioters hurled a Pipe bomb at Israeli border police during an operation in Jerusalem's Isawiyah neighbourhood. The pipe bomb was neutralized and caused no damage. Overnight, fireworks and stones were hurled at Israeli forces in the neighbourhood and one police officer was injured. [size=no report]",0,1572403699,PSE
6271874,275,PSE6053,6053,2019-08-27,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Palestine),,3,,,0,30,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khan Yunis,31.3402,34.3063,2,Jerusalem Post,Regional,"On August 27 2019, four rockets were launched from Gaza into Israel. Three rockets fell short of reaching Israel and landed in Gaza.",0,1572403724,PSE
6232279,275,PSE6050,6050,2019-08-27,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2009-),,8,Hamas Movement,,3,38,Middle East,Palestine,Gaza Strip,Gaza,,Juhr ad Dik,31.4557,34.4372,2,Times of Israel; AFP; Palestine News and Information Agency,National-Regional,"On August 27 2019, Israeli artillery hit a Hamas position east of Al Burayj in the central Gaza Strip with at least one rocket. Eyewitnesses reported that the rocket was fired from a drone. No injuries were reported.",0,1572403611,PSE
6012135,275,PSE6174,6174,2019-08-27,2019,1,Explosions/Remote violence,Suicide bomb,Islamist Militia (Palestine),Salafist Muslim Group (Palestine),3,Police Forces of Palestine (2007-) Gaza Strip,Civilians (Palestine),1,13,Middle East,Palestine,Gaza Strip,Gaza,,Ash Shaykh Ijlin,31.5098,34.4274,1,ReliefWeb; Times of Israel; MENAFN; Palestine News and Information Agency; AP; Al Ghad (Jordan),Other-National,"On August 27 2019, an explosion occurred in the area of al-Shaikh Ajaleen West of Gaza City, near a police checkpoint and killed 1 police officer as well as injuring several more police officers. Palestinian media reported that the attacks were suicide bombings and a Salafist group stands accused.",1,1569871754,PSE
6272003,275,PSE6047,6047,2019-08-26,2019,1,Riots,Violent demonstration,Rioters (Palestine),,5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Ramallah,,Ramallah,31.8996,35.2042,2,Jerusalem Post,Regional,"On August 26 2019, Palestinians residents of Ramallah took to the streets to demonstrate against Israeli forces mapping houses (of 3 Palestinians accused of carrying out an attack last week) for demolition. Palestinians hurled rocks at soldiers and lit tyres on fire. Israeli forces responded with riot dispersal means. [size=no report]",0,1572403724,PSE
6232277,275,PSE6045,6045,2019-08-26,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2009-),,8,Hamas Movement,,3,38,Middle East,Palestine,Gaza Strip,North Gaza,,Bayt Lahya,31.5464,34.4951,2,Palestine News and Information Agency; Al Ghad (Jordan); AFP,National-Regional,"On August 26 2019, Israeli aircrafts targeted Hamas positions north of Bayt Lahya in the Gaza Strip with at least two rockets few minutes apart. One position attacked was the office of a Hamas battalion commander. A site in Umm Nseir village was completely destroyed and neighbouring houses were damaged. No injuries were reported.",0,1572403611,PSE
6232278,275,PSE6046,6046,2019-08-26,2019,1,Strategic developments,Other,Military Forces of Israel (2009-),,8,,,0,80,Middle East,Palestine,Gaza Strip,Gaza,,Gaza,31.5000,34.4667,3,Daily Star (Lebanon); BBC News,Regional-International,"Non-violent activity: On August 26 2019, Israel has cut the Gazan fuel supply in half due to recent rocket attacks. This resulted in one of the generators being turned off at the only Power station in Gaza.",0,1572403611,PSE
6251494,275,PSE6048,6048,2019-08-26,2019,1,Strategic developments,Disrupted weapons use,Unidentified Armed Group (Palestine),,3,Military Forces of Israel (2009-),,8,38,Middle East,Palestine,West Bank,Nablus,,Nablus,32.2211,35.2544,2,Arutz Sheva,Regional,"Defusal: On August 26 2019, Israeli soldiers located and disarmed an explosive device on a road near Elon Moreh, northeast of Shechem (Nablus).",0,1572403699,PSE
6251511,275,PSE6082,6082,2019-08-26,2019,1,Riots,Mob violence,Rioters (Palestine),,5,Civilians (Israel),Haredi Jewish Group (Israel),7,57,Middle East,Palestine,West Bank,Al Quds,,Al Quds-Old City,31.7767,35.2342,1,Arutz Sheva,Regional,"On August 26 2019, a small group of Palestinians hurled rocks at two Haredi youths near Jaffa Gate in Jerusalem's Old City. [size=no report]",0,1572403699,PSE
6272537,275,PSE6044,6044,2019-08-25,2019,1,Riots,Mob violence,Rioters (Israel),Settlers (Israel),5,Civilians (Palestine),,7,57,Middle East,Palestine,West Bank,Nablus,,Huwwarah,32.1522,35.2567,2,Jordan News Agency,Regional,"On August 25 2019, Israeli Settlers hurled stones at Palestinian residents and Palestinian-owned vehicles near Huwara village, south of Nablus City. [size=no report]",0,1572403725,PSE
6011547,275,PSE6043,6043,2019-08-25,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2009-),,8,Hamas Movement,,3,38,Middle East,Palestine,Gaza Strip,North Gaza,,Bayt Lahya,31.5464,34.4951,1,MENAFN,Regional,"On August 25 2019, Israeli aircrafts targeted Hamas positions in Bayt Lahya in the northern Gaza Strip in retaliation to three rockets fired from Gaza into Israel earlier. No injuries were reported.",0,1569870308,PSE
5732131,275,PSE6042,6042,2019-08-24,2019,1,Riots,Mob violence,Military Forces of Israel (2009-),,8,Rioters (Palestine),,5,58,Middle East,Palestine,West Bank,Nablus,,Sabastiyah,32.2756,35.1987,1,Palestine News and Information Agency,National,"On Aug 24 2019, Israeli forces stormed the town of Sebastiya, north of Nablus City for a second consecutive day. Clashes broke out and Israeli forces fired live bullets and tear-gas at Palestinians. Dozens suffered from tear-gas inhalation. [size=no report]",0,1567458864,PSE
5732129,275,PSE6040,6040,2019-08-23,2019,1,Riots,Mob violence,Rioters (Israel),Settlers (Israel),5,,,0,50,Middle East,Palestine,West Bank,Nablus,,Nablus,32.2211,35.2544,2,Palestine News and Information Agency,National,"On August 23 2019, Israeli Settlers blocked roads in the north of the West Bank and hurled rocks at Palestinian vehicles passing by. [size=no report]",0,1567458864,PSE
5732130,275,PSE6041,6041,2019-08-23,2019,1,Riots,Mob violence,Rioters (Israel),Settlers (Israel),5,,,0,50,Middle East,Palestine,West Bank,Hebron,,Hebron,31.5294,35.0938,2,Palestine News and Information Agency,National,"On August 23 2019, Israeli Settlers blocked roads in the south of the West Bank and hurled rocks at Palestinian vehicles passing by. [size=no report]",0,1567458864,PSE
5902747,275,PSE6035,6035,2019-08-23,2019,1,Riots,Violent demonstration,Military Forces of Israel (2009-),,8,Rioters (Palestine),NABS: National Authority for Breaking the Siege; Health Workers (Palestine),5,58,Middle East,Palestine,Gaza Strip,Deir Al Balah,,Al Burayj,31.4394,34.4031,2,ReliefWeb; Palestine News and Information Agency; Arutz Sheva,Other-National,"On 23 August 2019, 9,000 Palestinians gathered at various locations along the border for this week's Return marches, throwing rocks and home-made crude explosives at soldiers. A number of Infiltration attempts were thwarted. 161 Palestinians were injured, 77 by live-fire and 25 by tear-gas canisters. Amongst the injured were six paramedics, 56 children and a woman. Gaza's National Authority for Breaking the Siege urged members of the public to take part in Friday's demonstration. Locations coded as Khuzaa, Shokat as Sufi, Bayt Hanun, al Burayj and Gaza based on location of previous demonstrations. [size= approximately 1800]",0,1567462432,PSE
5902748,275,PSE6036,6036,2019-08-23,2019,1,Riots,Violent demonstration,Military Forces of Israel (2009-),,8,Rioters (Palestine),NABS: National Authority for Breaking the Siege; Health Workers (Palestine),5,58,Middle East,Palestine,Gaza Strip,Gaza,,Gaza,31.5000,34.4667,2,Palestine News and Information Agency; Arutz Sheva; ReliefWeb,Other-National,"On 23 August 2019, 9,000 Palestinians gathered at various locations along the border for this week's Return marches, throwing rocks and home-made crude explosives at soldiers. A number of Infiltration attempts were thwarted. 161 Palestinians were injured, 77 by live-fire and 25 by tear-gas canisters. Amongst the injured were six paramedics, 56 children and a woman. Gaza's National Authority for Breaking the Siege urged members of the public to take part in Friday's demonstration. Locations coded as Khuzaa, Shokat as Sufi, Bayt Hanun, al Burayj and Gaza based on location of previous demonstrations. [size= approximately 1800]",0,1567462432,PSE
5902749,275,PSE6037,6037,2019-08-23,2019,1,Riots,Violent demonstration,Military Forces of Israel (2009-),,8,Rioters (Palestine),NABS: National Authority for Breaking the Siege; Health Workers (Palestine),5,58,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khuzaa,31.3069,34.3572,2,Arutz Sheva; Palestine News and Information Agency; ReliefWeb,Other-National,"On 23 August 2019, 9,000 Palestinians gathered at various locations along the border for this week's Return marches, throwing rocks and home-made crude explosives at soldiers. A number of Infiltration attempts were thwarted. 161 Palestinians were injured, 77 by live-fire and 25 by tear-gas canisters. Amongst the injured were six paramedics, 56 children and a woman. Gaza's National Authority for Breaking the Siege urged members of the public to take part in Friday's demonstration. Locations coded as Khuzaa, Shokat as Sufi, Bayt Hanun, al Burayj and Gaza based on location of previous demonstrations. [size= approximately 1800]",0,1567462432,PSE
5902750,275,PSE6038,6038,2019-08-23,2019,1,Riots,Violent demonstration,Military Forces of Israel (2009-),,8,Rioters (Palestine),NABS: National Authority for Breaking the Siege; Health Workers (Palestine),5,58,Middle East,Palestine,Gaza Strip,Rafah,,Shokat as Sufi,31.2586,34.2824,2,Palestine News and Information Agency; Arutz Sheva; ReliefWeb,Other-National,"On 23 August 2019, 9,000 Palestinians gathered at various locations along the border for this week's Return marches, throwing rocks and home-made crude explosives at soldiers. A number of Infiltration attempts were thwarted. 161 Palestinians were injured, 77 by live-fire and 25 by tear-gas canisters. Amongst the injured were six paramedics, 56 children and a woman. Gaza's National Authority for Breaking the Siege urged members of the public to take part in Friday's demonstration. Locations coded as Khuzaa, Shokat as Sufi, Bayt Hanun, al Burayj and Gaza based on location of previous demonstrations. [size= approximately 1800]",0,1567462432,PSE
5902751,275,PSE6039,6039,2019-08-23,2019,1,Riots,Violent demonstration,Military Forces of Israel (2009-),,8,Rioters (Palestine),NABS: National Authority for Breaking the Siege; Health Workers (Palestine),5,58,Middle East,Palestine,Gaza Strip,North Gaza,,Bayt Hanun,31.5353,34.5358,2,ReliefWeb; Arutz Sheva; Palestine News and Information Agency,Other-National,"On 23 August 2019, 9,000 Palestinians gathered at various locations along the border for this week's Return marches, throwing rocks and home-made crude explosives at soldiers. A number of Infiltration attempts were thwarted. 161 Palestinians were injured, 77 by live-fire and 25 by tear-gas canisters. Amongst the injured were six paramedics, 56 children and a woman. Gaza's National Authority for Breaking the Siege urged members of the public to take part in Friday's demonstration. Locations coded as Khuzaa, Shokat as Sufi, Bayt Hanun, al Burayj and Gaza based on location of previous demonstrations. [size= approximately 1800]",0,1567462432,PSE
6319286,275,PSE6034,6034,2019-08-23,2019,1,Strategic developments,Change to group/activity,Military Forces of Israel (2009-),,8,,,0,80,Middle East,Palestine,West Bank,Ramallah,,Ramallah,31.8996,35.2042,2,Xinhua,International,"Security measures: On August 23 2019, Israeli forces cordoned off roads to the west of Ramallah city and areas around the place where an Israeli teenager was killed and two others injured by an IED, earlier in the day.",0,1572403791,PSE
6232276,275,PSE6033,6033,2019-08-23,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,PFLP: Popular Front for the Liberation of Palestine,,3,Civilians (Israel),,7,37,Middle East,Palestine,West Bank,Ramallah,,Dolev,31.9261,35.1339,2,Times of Israel; Xinhua; AFP,Regional-International,"On August 23 2019, an Israeli father, his son and his daughter were wounded by the explosion of a home-made IED at the Bubin spring near the Settlement of Dolev in Ramallah. A 17 year-old Israeli woman was killed in the attack. It was determined that the bomb had been planted and detonated remotely. Israeli authorities have arrested suspects belonging to the PFLP in relation to the attack.",1,1572403611,PSE
5732115,275,PSE6026,6026,2019-08-22,2019,2,Strategic developments,Looting/property destruction,Military Forces of Israel (2009-),,8,Civilians (Palestine),,7,78,Middle East,Palestine,West Bank,Al Quds,,Bayt Hanina,31.8300,35.2254,1,Palestine News and Information Agency,National,"Property destruction: As reported on August 22 2019, at least one Palestinian-owned home was demolished by Israeli forces in Jerusalem's Beit Hanina neighbourhood.",0,1567458864,PSE
6248229,275,PSE6028,6028,2019-08-22,2019,1,Protests,Peaceful protest,Protesters (Israel),Settlers (Israel),6,,,0,60,Middle East,Palestine,West Bank,Nablus,,Nablus,32.2211,35.2544,2,Al Ghad (Jordan),Regional,"On August 22 2019, Israeli Settles demonstrated south of Nablus. A reason for the protest was not provided. Israeli forces closed the Huwara checkpoint, the Burin Junction and Itzhar Street in both directions to Palestinians after the protest. [size=no report]",0,1572403695,PSE
6314069,275,PSE6024,6024,2019-08-22,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2009-),,8,Hamas Movement,,3,38,Middle East,Palestine,Gaza Strip,North Gaza,,Coast of North Gaza,31.5839,34.4659,2,Times of Israel,Regional,"On August 22 2019, Israeli fighter jets targeted several Hamas naval bases in the northern Gaza Strip. One target was the ""al-Waha"" or ""Oasis"" base near Bayt Lahya. The attack came in retaliation to a rocket fired at Israel on Wednesday. No injuries were reported.",0,1572403785,PSE
6011221,275,PSE6029,6029,2019-08-22,2019,1,Protests,Protest with intervention,Protesters (Palestine),Students (Palestine); Health Workers (Palestine); Journalists (Palestine),6,Military Forces of Israel (2009-),,8,68,Middle East,Palestine,West Bank,Ramallah,,Ofer Prison,31.8721,35.1763,1,Palestine News and Information Agency; MENAFN,National-Regional,"On August 22 2019, hundreds of Bir Zeit University students held a solidarity stand for Palestinian prisoners on hunger strike outside the Ofer prison in Ramallah. Israeli soldiers assaulted a Palestinian youth, and attacked medical workers who approached to help the Palestinian, as well as journalists. The assaulted Palestinian was detained and protesters were dispersed with tear-gas canisters. [size=no report]",0,1569870307,PSE
6251401,275,PSE6027,6027,2019-08-22,2019,1,Strategic developments,Disrupted weapons use,Hamas Movement,,3,Police Forces of Palestine (1994-) West Bank,,1,13,Middle East,Palestine,West Bank,Ramallah,,Dolev,31.9261,35.1339,2,Arutz Sheva,Regional,"Defusal: On August 22 2019, PA security forces located and defused an explosive device likely affiliated to Hamas near the Dolev Settlement in Ramallah. This is the same area where on August 23 an Israeli woman was killed by an explosive.",0,1572403699,PSE
6011544,275,PSE6030,6030,2019-08-22,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2009-),,8,Hamas Movement,,3,38,Middle East,Palestine,Gaza Strip,Gaza,,Coast of Gaza City,31.5304,34.4215,2,MENAFN,Regional,"On August 22 2019, Israeli fighter jets targeted Hamas naval bases west of Gaza City. The attack came in retaliation to a rocket fired at Israel on Wednesday. No injuries were reported.",0,1569870308,PSE
6011545,275,PSE6031,6031,2019-08-22,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2009-),,8,,,0,80,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khan Yunis,31.3402,34.3063,2,MENAFN,Regional,"On August 22 2019, Israeli forces fired several lightning bombs near the security fence southeast of Khan Yunis.",0,1569870308,PSE
6011546,275,PSE6032,6032,2019-08-22,2019,1,Violence against civilians,Attack,Military Forces of Israel (2009-),,8,Civilians (Palestine),Fishermen (Palestine),7,78,Middle East,Palestine,Gaza Strip,North Gaza,,Coast of North Gaza,31.5839,34.4659,2,MENAFN,Regional,"On August 22 2019, Israeli forces opened fire at Palestinian fishermen off the Sudanese (Sudanyia) coast in northern Gaza. No injuries were reported.",0,1569870308,PSE
6271978,275,PSE6025,6025,2019-08-22,2019,1,Battles,Armed clash,Military Forces of Israel (2009-),,8,Unidentified Armed Group (Palestine),,3,38,Middle East,Palestine,Gaza Strip,Gaza,,Al Mintar Crossing,31.4739,34.4736,2,Jerusalem Post,Regional,"On August 22 2019, a Palestinian was shot and wounded by Israeli forces after he approached the border fence near Nahal Oz and hurled grenades at Israeli soldiers.",0,1572403724,PSE
6272523,275,PSE6022,6022,2019-08-21,2019,1,Riots,Mob violence,Military Forces of Israel (2009-),,8,Rioters (Palestine),,5,58,Middle East,Palestine,West Bank,Al Quds,,Isawiya,31.8031,35.2870,1,Jordan News Agency,Regional,"On August 21 2019, clashes broke out between Palestinians and Israeli forces who stormed the town of Isawiya. Clashes reportedly started after soldiers fired tear-gas at Palestinian residents of the town. Several Palestinians suffered from tear-gas inhalation as a result. [size=no report]",0,1572403725,PSE
5732110,275,PSE6021,6021,2019-08-21,2019,2,Protests,Protest with intervention,Protesters (Palestine),Labour Group (Palestine),6,Military Forces of Israel (2009-),,8,68,Middle East,Palestine,Gaza Strip,North Gaza,,Bayt Hanun,31.5353,34.5358,2,Palestine News and Information Agency,National,"As reported on August 21 2019, Israeli forces suppressed 300 Palestinian lawyers demonstrating at the Beit Hanoun/Erez crossing against the 12 year siege on the Gaza Strip. [size=300]",0,1567458864,PSE
6271996,275,PSE6023,6023,2019-08-21,2019,2,Riots,Mob violence,Rioters (Palestine),,5,Civilians (Israel),Government of Israel (2009-),7,57,Middle East,Palestine,West Bank,Nablus,,Nablus,32.2211,35.2544,1,Jerusalem Post,Regional,"As reported on August 21 2019, a Palestinian returning from Jordan through the Allenby crossing in Nablus attempted to strangle an employee of the Israeli interior ministry with a cord. Israeli forces intervened and detained the Palestinian. [size=no report]",0,1572403724,PSE
5732108,275,PSE6019,6019,2019-08-20,2019,2,Riots,Mob violence,Rioters (Israel),Settlers (Israel),5,Civilians (Palestine),Farmers (Palestine),7,57,Middle East,Palestine,West Bank,Ramallah,,Umm Safa,32.0089,35.1646,2,Palestine News and Information Agency,National,"As reported on August 20 2019, Israeli Settlers from the Halamish Settlement attacked Palestinian farmers near the Um Safa village in Ramallah. Settlers also released their cows into Palestinian-owned farmlands, which destroyed crops. [size=no report]",0,1567458864,PSE
5732109,275,PSE6020,6020,2019-08-20,2019,2,Strategic developments,Looting/property destruction,Settlers (Israel),,3,Civilians (Palestine),Farmers (Palestine),7,37,Middle East,Palestine,West Bank,Ramallah,,Umm Safa,32.0089,35.1646,2,Palestine News and Information Agency,National,"Land seizure: As reported on August 20 2019, Israeli Settlers fenced off 150 dunums of Palestinian-owned lands near the Ramallah village of Umm Safa with barbed wires.",0,1567458864,PSE
6232275,275,PSE6018,6018,2019-08-20,2019,2,Riots,Mob violence,Military Forces of Israel (2009-),Settlers (Israel),8,Rioters (Palestine),,5,58,Middle East,Palestine,West Bank,Nablus,,An Nabi Yusuf,32.2138,35.2867,1,Al Nour; Jordan News Agency,Regional,"As reported on August 20 2019, clashes broke out between Israeli forces and Palestinians in Nablus in the tomb of Yusuf ""Joseph"" east of the city. Israeli forces used rubber coated bullets and tear gas against Palestinians. At least 5 Palestinians were injured and others suffered from tear gas inhalation. Israeli forces accompanied approximately 1200 Israeli Settlers who stormed Joseph's tomb. [size=no report]",0,1572403611,PSE
5732106,275,PSE6017,6017,2019-08-18,2019,1,Strategic developments,Looting/property destruction,Military Forces of Israel (2009-),,8,Civilians (Palestine),Farmers (Palestine),7,78,Middle East,Palestine,West Bank,Tubas,,Bardalah,32.3863,35.4808,2,Palestine News and Information Agency,National,"Property destruction: On August 18 2019, Israeli forces destroyed a water tank near the village of Bardala, in the northern Jordan Valley. The tank was used By Palestinians to irrigate farmlands.",0,1567458864,PSE
5732104,275,PSE6015,6015,2019-08-17,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2009-),,8,Unidentified Armed Group (Palestine),,3,38,Middle East,Palestine,Gaza Strip,North Gaza,,Bayt Lahya,31.5464,34.4951,2,AFP,International,"On August 17 2019, an Israeli helicopter and a tank targeted a number of armed Palestinians close to the border fence in the northern Gaza Strip. No injuries were reported.",0,1567458864,PSE
5732105,275,PSE6016,6016,2019-08-17,2019,2,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Al Quds,,Al Ayzariyah,31.7708,35.2692,1,Palestine News and Information Agency,National,"As reported on August 17 2019, Israeli forces suppressed a march in Jerusalem's Izzariyeh neighbourhood and clashed with protesters. A number of Palestinians were injured. It is unclear what the protest was for. [size=no report]",0,1567458864,PSE
6251542,275,PSE6013,6013,2019-08-17,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2009-),,8,Hamas Movement,,3,38,Middle East,Palestine,Gaza Strip,North Gaza,,Bayt Lahya,31.5464,34.4951,2,Arutz Sheva,Regional,"On August 17 2019, Israeli forces attacked a Hamas observation post in the northern Gaza Strip, in retaliation to three rockets fired earlier on Saturday. No injuries were reported.",0,1572403699,PSE
6011220,275,PSE6012,6012,2019-08-17,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2009-),,8,Unidentified Armed Group (Palestine),,3,38,Middle East,Palestine,Gaza Strip,North Gaza,,Bayt Lahya,31.5464,34.4951,2,MENAFN; Palestine News and Information Agency,National-Regional,"On August 17 2019, Israeli aircrafts bombed a group of armed Palestinians attempting to infiltrate the border fence into Israel from the northern Gaza Strip near Bayt Lahya. 3 Palestinians were killed in the attack, and one critically wounded.",3,1569870307,PSE
6271955,275,PSE6014,6014,2019-08-17,2019,1,Protests,Peaceful protest,Protesters (Palestine),Refugees/IDPs (Palestine),6,,,0,60,Middle East,Palestine,Gaza Strip,North Gaza,,Jabalya,31.5272,34.4835,1,Jerusalem Post,Regional,"On August 17 2019, a spontaneous march was held in the Jabalya refugee camp in northern Gaza, in support of the three Palestinians killed while attempting to infiltrate the security fence into Israel earlier that day. Protesters called on the resistance movements in Gaza to launch more rockets. [size=no report]",0,1572403724,PSE
5732096,275,PSE6007,6007,2019-08-16,2019,1,Protests,Protest with intervention,Protesters (Palestine),,6,Military Forces of Israel (2009-),,8,68,Middle East,Palestine,West Bank,Qalqilya,,Kafr Qaddum,32.2216,35.1447,1,Palestine News and Information Agency,National,"On August 16 2019, Israeli forces suppressed the weekly march in Kafr Qaddum. Israeli forces dispersed demonstrators by firing rubber-coated bullets. 2 Palestinians were injured by rubber bullets. [size=no report]",0,1567458864,PSE
5732100,275,PSE6011,6011,2019-08-16,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2009-),,8,Hamas Movement,,3,38,Middle East,Palestine,Gaza Strip,Deir Al Balah,,Dayr al Balah,31.4178,34.3503,1,AFP,International,"On August 16 2019, overnight, Israeli air force attacked a Hamas position near Deir El Balah in the central Gaza Strip in retaliation to a rocket launched at Israel earlier on Friday. Israeli media reported that two Hamas positions were struck, while Palestinian media reported three.",0,1567458864,PSE
6248269,275,PSE6009,6009,2019-08-16,2019,1,Protests,Protest with intervention,Protesters (Palestine),,6,Military Forces of Israel (2009-),,8,68,Middle East,Palestine,West Bank,Ramallah,,Kafr Malik,31.9884,35.3093,1,Al Ghad (Jordan),Regional,"On August 16 2019, Israeli forces suppressed a peaceful protest in Kafr Malik in Ramallah, by firing rubber-coated bullets, sound bombs and tear-gas canisters at Palestinians. Dozens of Palestinians suffered from tear-gas inhalation. [size=no report]",0,1572403695,PSE
6035650,275,PSE6008,6008,2019-08-16,2019,1,Protests,Protest with intervention,Protesters (Palestine),Health Workers (Palestine),6,Military Forces of Israel (2009-),,8,68,Middle East,Palestine,West Bank,Al Quds,,Abu Dis,31.7622,35.2617,1,Palestine News and Information Agency; Aid Worker Security Database,Local partner-Other,"On August 16 2019, Israeli forces suppressed a protest in the town of Abu Dis east of Jerusalem, and injured a paramedic in the head with a rubber-coated bullet. It was not clear why the protest was held. [size=no report]",0,1571164386,PSE
6316738,275,PSE5998,5998,2019-08-16,2019,1,Battles,Armed clash,Unidentified Armed Group (Palestine),,3,Police Forces of Israel (2009-),Settlers (Israel),8,38,Middle East,Palestine,West Bank,Bethlehem,,Elazar,31.6598,35.1432,2,Xinhua,International,"On August 16 2019, Israeli forces (an off-duty policeman) shot and killed a Palestinian after an attempted car ramming attack near the Settlement of Elazar. The attacker reportedly drove his car at a group of Settlers waiting at a bus stop. Two Israelis were injured and hospitalized.",1,1572403788,PSE
6232268,275,PSE5999,5999,2019-08-16,2019,1,Riots,Violent demonstration,Military Forces of Israel (2009-),,8,Rioters (Palestine),NABS: National Authority for Breaking the Siege,5,58,Middle East,Palestine,Gaza Strip,Deir Al Balah,,Al Burayj,31.4394,34.4031,2,Jordan News Agency; Arutz Sheva; Al Ghad (Jordan),Regional,"On 16 August 2019, at least 5,500 Palestinians gathered at various locations along the border for this week's Return marches, throwing rocks and home-made crude explosives at soldiers. A number of Infiltration attempts were thwarted. 67 Palestinians were injured, 34 by live bullets and 33 by rubber-coated bullets. Amongst the injured were 17 children and three women. Gaza's National Authority for Breaking the Siege urged members of the public to take part in Friday's demonstration. Locations coded as Khuzaa, Shokat as Sufi, Bayt Hanun, al Burayj and Gaza based on location of previous demonstrations. [size= approximately 1100]",0,1572403611,PSE
6232269,275,PSE6000,6000,2019-08-16,2019,1,Riots,Violent demonstration,Military Forces of Israel (2009-),,8,Rioters (Palestine),NABS: National Authority for Breaking the Siege,5,58,Middle East,Palestine,Gaza Strip,Gaza,,Gaza,31.5000,34.4667,2,Al Ghad (Jordan); Jordan News Agency; Arutz Sheva,Regional,"On 16 August 2019, at least 5'500 Palestinians gathered at various locations along the border for this week's Return marches, throwing rocks and home-made crude explosives at soldiers. A number of Infiltration attempts were thwarted. 67 Palestinians were injured, 34 by live bullets and 33 by rubber-coated bullets. Amongst the injured were 17 children and three women. Gaza's National Authority for Breaking the Siege urged members of the public to take part in Friday's demonstration. Locations coded as Khuzaa, Shokat as Sufi, Bayt Hanun, al Burayj and Gaza based on location of previous demonstrations. [size= approximately 1100]",0,1572403611,PSE
